Date de la liquidation,Liquidateur (Wrapper),Utilisateur liquidé,Collatéral liquidé,Quantité liquidée,Dette remboursée,Token de dette
2025-09-16,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x4027b181664768c2b8a9cadafcba589c3103c163,RealToken Wrapped USD 01,18.46,16.78,USD//C on xDai
2025-09-16,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x4f7765c9febc51cd63f68f573920c0b7bf803151,RealToken Wrapped USD 01,"1,110.28","1,009.48",USD//C on xDai
2025-09-16,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x8011c91c138b9cd085f9d82b5790621dbaacfcb3,RealToken Wrapped USD 01,14.17,12.88,USD//C on xDai
2025-09-17,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x94fd79440abe8d762945ca25dc0e025f424d0c79,RealToken Wrapped USD 01,2.51,2.28,USD//C on xDai
2025-09-17,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x4f7765c9febc51cd63f68f573920c0b7bf803151,RealToken Wrapped USD 01,622.59,566.09,USD//C on xDai
2025-09-17,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x2b9184d0e49d9a30deeedb2cd884b404e3933dc3,RealToken Wrapped USD 01,9.24,8.40,USD//C on xDai
2025-09-17,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x26bf204fd437f7a69889afb702d0bfd62f48d62f,RealToken Wrapped USD 01,4.92,4.47,USD//C on xDai
2025-09-18,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x94fd79440abe8d762945ca25dc0e025f424d0c79,RealToken Wrapped USD 01,1.74,1.58,USD//C on xDai
2025-09-18,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x4f7765c9febc51cd63f68f573920c0b7bf803151,RealToken Wrapped USD 01,4.52,4.11,USD//C on xDai
2025-09-18,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x4f7765c9febc51cd63f68f573920c0b7bf803151,RealToken Wrapped USD 01,9.52,8.66,USD//C on xDai
2025-09-18,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x4f7765c9febc51cd63f68f573920c0b7bf803151,RealToken Wrapped USD 01,5.50,5.00,USD//C on xDai
2025-09-18,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x4f7765c9febc51cd63f68f573920c0b7bf803151,RealToken Wrapped USD 01,384.91,350.00,Wrapped XDAI
2025-09-18,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x4f7765c9febc51cd63f68f573920c0b7bf803151,RealToken Wrapped USD 01,8.74,7.95,USD//C on xDai
2025-09-18,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x4f7765c9febc51cd63f68f573920c0b7bf803151,RealToken Wrapped USD 01,163.86,149.00,Wrapped XDAI
2025-09-18,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x4f7765c9febc51cd63f68f573920c0b7bf803151,RealToken Wrapped USD 01,373.91,340.00,Wrapped XDAI
2025-09-18,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x4f7765c9febc51cd63f68f573920c0b7bf803151,RealToken Wrapped USD 01,109.97,100.00,Wrapped XDAI
2025-09-18,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x4f7765c9febc51cd63f68f573920c0b7bf803151,RealToken Wrapped USD 01,11.00,10.00,Wrapped XDAI
2025-09-19,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x4f7765c9febc51cd63f68f573920c0b7bf803151,RealToken Wrapped USD 01,5.50,5.00,Wrapped XDAI
2025-09-19,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x4f7765c9febc51cd63f68f573920c0b7bf803151,RealToken Wrapped USD 01,5.50,5.00,Wrapped XDAI
2025-09-19,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x4f7765c9febc51cd63f68f573920c0b7bf803151,RealToken Wrapped USD 01,11.00,10.00,Wrapped XDAI
2025-09-19,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x4f7765c9febc51cd63f68f573920c0b7bf803151,RealToken Wrapped USD 01,"6,598.30","6,000.00",USD//C on xDai
2025-09-19,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x4f7765c9febc51cd63f68f573920c0b7bf803151,RealToken Wrapped USD 01,21.99,20.00,Wrapped XDAI
2025-09-19,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x4bafa9c6c73400488b38e9174acc05f1cff6f57a,RealToken Wrapped USD 01,1.17,1.06,USD//C on xDai
2025-09-19,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x4f7765c9febc51cd63f68f573920c0b7bf803151,RealToken Wrapped USD 01,21.99,20.00,USD//C on xDai
2025-09-19,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x4f7765c9febc51cd63f68f573920c0b7bf803151,RealToken Wrapped USD 01,21.99,20.00,USD//C on xDai
2025-09-21,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x743753fbb67f4cbd42d9bb88ba40b0d8b78ca278,RealToken Wrapped USD 01,10.88,9.89,USD//C on xDai
2025-09-21,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x78df61544a26331a75302b26045668ac09f81c54,RealToken Wrapped USD 01,1.04,0.94,USD//C on xDai
2025-09-21,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xacaeacb746a737cb82c4bb56f7e438db122b0458,RealToken Wrapped USD 01,33.64,30.59,USD//C on xDai
2025-09-23,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xad7610ffedb23baeeebd40db3099868299607140,RealToken Wrapped USD 01,16.88,15.34,USD//C on xDai
2025-09-23,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xd5faa492e9d64f31fb513fd85df3038a33e3ac85,RealToken Wrapped USD 01,16.71,15.19,USD//C on xDai
2025-09-24,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x90321f0db2eedb928b16dc8eebedae2837023eed,RealToken Wrapped USD 01,53.89,49.00,USD//C on xDai
2025-09-25,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x01dbf05fb100fd2f0d963eba2cbedf765c7b347e,RealToken Wrapped USD 01,4.50,4.09,USD//C on xDai
2025-09-25,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xacaeacb746a737cb82c4bb56f7e438db122b0458,RealToken Wrapped USD 01,2.20,2.00,USD//C on xDai
2025-09-25,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x1597d948013fc2821aef1aeb642e5734f1636085,RealToken Wrapped USD 01,7.62,6.93,USD//C on xDai
2025-09-25,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x01dbf05fb100fd2f0d963eba2cbedf765c7b347e,RealToken Wrapped USD 01,2.25,2.05,USD//C on xDai
2025-09-26,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x8011c91c138b9cd085f9d82b5790621dbaacfcb3,RealToken Wrapped USD 01,5.94,5.40,USD//C on xDai
2025-09-27,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x4a7fb519b3cf634017952947be3a24f1473ac472,RealToken Wrapped USD 01,6.73,6.12,USD//C on xDai
2025-09-28,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x3f38a383447d390aff13722822da57d3b7ea3e14,RealToken Wrapped USD 01,7.16,6.51,USD//C on xDai
2025-09-28,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x4f7765c9febc51cd63f68f573920c0b7bf803151,RealToken Wrapped USD 01,140.93,128.15,USD//C on xDai
2025-09-28,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x4f7765c9febc51cd63f68f573920c0b7bf803151,RealToken Wrapped USD 01,101.70,92.47,USD//C on xDai
2025-09-28,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x4f7765c9febc51cd63f68f573920c0b7bf803151,RealToken Wrapped USD 01,37.56,34.15,USD//C on xDai
2025-09-28,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x4f7765c9febc51cd63f68f573920c0b7bf803151,RealToken Wrapped USD 01,63.35,57.60,USD//C on xDai
2025-09-29,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x4f7765c9febc51cd63f68f573920c0b7bf803151,RealToken Wrapped USD 01,1.10,1.00,Wrapped XDAI
2025-09-29,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x4f7765c9febc51cd63f68f573920c0b7bf803151,RealToken Wrapped USD 01,5.50,5.00,Wrapped XDAI
2025-09-30,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x50a782f704f952fd12e41f2df1f3fde70efef51e,RealToken Wrapped USD 01,13.20,12.00,Wrapped XDAI
2025-09-30,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xfa09ac154d243618db454226635e6286b393da65,RealToken Wrapped USD 01,17.57,15.97,USD//C on xDai
2025-09-30,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x9b68690b7546f6a09ae086dd43129c503adf0ddb,RealToken Wrapped USD 01,18.86,17.15,USD//C on xDai
2025-09-30,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,9.90,9.00,Wrapped XDAI
2025-09-30,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,11.00,10.00,Wrapped XDAI
2025-09-30,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,32.99,30.00,Wrapped XDAI
2025-10-01,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,16.50,15.00,Wrapped XDAI
2025-10-01,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,11.00,10.00,Wrapped XDAI
2025-10-01,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,11.00,10.00,Wrapped XDAI
2025-10-01,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x4f7765c9febc51cd63f68f573920c0b7bf803151,RealToken Wrapped USD 01,5.50,5.00,Wrapped XDAI
2025-10-01,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x5d38d703852e4c9b1010ce9e0145527dc57f4abb,RealToken Wrapped USD 01,1.44,1.31,USD//C on xDai
2025-10-01,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x4f7765c9febc51cd63f68f573920c0b7bf803151,RealToken Wrapped USD 01,5.50,5.00,Wrapped XDAI
2025-10-01,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x4f7765c9febc51cd63f68f573920c0b7bf803151,RealToken Wrapped USD 01,11.00,10.00,Wrapped XDAI
2025-10-01,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x332e360e7d68e124044c889a68c872347100807b,RealToken Wrapped USD 01,7.56,6.87,USD//C on xDai
2025-10-01,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x50a782f704f952fd12e41f2df1f3fde70efef51e,RealToken Wrapped USD 01,41.80,38.00,Wrapped XDAI
2025-10-01,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,11.00,10.00,Wrapped XDAI
2025-10-01,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x430d132c15cc6547a3cdd0827a8deeaa091e07db,RealToken Wrapped USD 01,16.97,15.43,USD//C on xDai
2025-10-01,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x4f7765c9febc51cd63f68f573920c0b7bf803151,RealToken Wrapped USD 01,0.99,0.90,USD//C on xDai
2025-10-01,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x4f7765c9febc51cd63f68f573920c0b7bf803151,RealToken Wrapped USD 01,11.00,10.00,USD//C on xDai
2025-10-02,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,3.30,3.00,Wrapped XDAI
2025-10-02,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,4.40,4.00,Wrapped XDAI
2025-10-02,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x4f7765c9febc51cd63f68f573920c0b7bf803151,RealToken Wrapped USD 01,0.11,0.10,USD//C on xDai
2025-10-02,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x4f7765c9febc51cd63f68f573920c0b7bf803151,RealToken Wrapped USD 01,0.00,0.00,USD//C on xDai
2025-10-02,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,0.10,0.09,Wrapped XDAI
2025-10-02,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,109.98,100.00,Wrapped XDAI
2025-10-02,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x4f7765c9febc51cd63f68f573920c0b7bf803151,RealToken Wrapped USD 01,49.49,45.00,USD//C on xDai
2025-10-03,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x32c89a5f2147347eda137472ccc3e439d45c83e6,RealToken Wrapped USD 01,11.00,10.00,USD//C on xDai
2025-10-03,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x32c89a5f2147347eda137472ccc3e439d45c83e6,RealToken Wrapped USD 01,109.97,100.00,USD//C on xDai
2025-10-04,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x4027b181664768c2b8a9cadafcba589c3103c163,RealToken Wrapped USD 01,7.74,7.04,USD//C on xDai
2025-10-05,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,5.50,5.00,Wrapped XDAI
2025-10-05,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xe3da958c3ee061d77676332bafe82123fe2cc3f1,RealToken Wrapped USD 01,7.25,6.60,USD//C on xDai
2025-10-05,0xdc0604b378adca99a9e2096707ad4830673ce5b8,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,Wrapped XDAI,0.00,0.00,Wrapped XDAI
2025-10-05,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,10.99,10.00,Wrapped XDAI
2025-10-05,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,3.30,3.00,Wrapped XDAI
2025-10-05,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xad7610ffedb23baeeebd40db3099868299607140,RealToken Wrapped USD 01,8.47,7.70,USD//C on xDai
2025-10-05,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xd5faa492e9d64f31fb513fd85df3038a33e3ac85,RealToken Wrapped USD 01,6.99,6.36,USD//C on xDai
2025-10-05,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,114.34,104.00,Wrapped XDAI
2025-10-06,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xd795f515726dc819f857b356f698d259c3324961,RealToken Wrapped USD 01,73.57,66.90,USD//C on xDai
2025-10-06,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x50a782f704f952fd12e41f2df1f3fde70efef51e,RealToken Wrapped USD 01,54.99,50.00,USD//C on xDai
2025-10-06,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x1338b5232a503779b60167143f94b73c4001793c,RealToken Wrapped USD 01,97.20,88.39,USD//C on xDai
2025-10-07,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,131.95,120.00,Wrapped XDAI
2025-10-07,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xad7610ffedb23baeeebd40db3099868299607140,RealToken Wrapped USD 01,3.53,3.21,USD//C on xDai
2025-10-07,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x1dd4897733757d704e3641472c4c01edf1ed650f,RealToken Wrapped USD 01,61.63,56.05,Wrapped XDAI
2025-10-09,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x32c89a5f2147347eda137472ccc3e439d45c83e6,RealToken Wrapped USD 01,"3,794.00","3,450.00",USD//C on xDai
2025-10-09,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x74dc40654921a7824f25e9bdf74425ded4128f81,RealToken Wrapped USD 01,14.32,13.02,USD//C on xDai
2025-10-10,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,16.49,15.00,Wrapped XDAI
2025-10-10,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x3b64ded3524f6debe9602535a34922beac3dd2f6,RealToken Wrapped USD 01,5.39,4.90,USD//C on xDai
2025-10-10,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,16.49,15.00,Wrapped XDAI
2025-10-10,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,16.50,15.00,Wrapped XDAI
2025-10-11,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x08d0398c85f342071af7da83702f0306d9fd40d9,RealToken Wrapped USD 01,1.10,1.00,USD//C on xDai
2025-10-11,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,1.10,1.00,Wrapped XDAI
2025-10-11,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,82.48,75.00,Wrapped XDAI
2025-10-11,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,5.50,5.00,Wrapped XDAI
2025-10-11,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,22.00,20.00,Wrapped XDAI
2025-10-12,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xfa09ac154d243618db454226635e6286b393da65,RealToken Wrapped USD 01,9.29,8.45,USD//C on xDai
2025-10-12,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x5f4a6dbf4a2c24e43df995c2b8109a7183dc2efd,RealToken Wrapped USD 01,3.90,3.54,USD//C on xDai
2025-10-12,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,55.00,50.00,Wrapped XDAI
2025-10-12,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x50a782f704f952fd12e41f2df1f3fde70efef51e,RealToken Wrapped USD 01,66.00,60.00,USD//C on xDai
2025-10-13,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,55.00,50.00,Wrapped XDAI
2025-10-13,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x1338b5232a503779b60167143f94b73c4001793c,RealToken Wrapped USD 01,0.02,0.02,USD//C on xDai
2025-10-13,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x1338b5232a503779b60167143f94b73c4001793c,RealToken Wrapped USD 01,83.95,76.32,USD//C on xDai
2025-10-14,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xeb96f53778b8d14ddc1a2319a9cfcd95ad737cfd,RealToken Wrapped USD 01,24.03,21.84,USD//C on xDai
2025-10-14,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xc7466d304d5c1bcb4238b6007344d8e68bf93d4e,RealToken Wrapped USD 01,167.59,152.36,USD//C on xDai
2025-10-14,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,110.01,100.00,Wrapped XDAI
2025-10-14,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x332e360e7d68e124044c889a68c872347100807b,RealToken Wrapped USD 01,4.41,4.01,USD//C on xDai
2025-10-15,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xfc5867e29a4af3b6be6f6613a69f2e56004f1794,RealToken Wrapped USD 01,4.43,4.03,USD//C on xDai
2025-10-15,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x7f1c592dba1efd7d5c54b007b5eec9700877b342,RealToken Wrapped USD 01,56.09,51.00,USD//C on xDai
2025-10-15,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,306.94,279.00,Wrapped XDAI
2025-10-15,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x2b9184d0e49d9a30deeedb2cd884b404e3933dc3,RealToken Wrapped USD 01,3.88,3.52,USD//C on xDai
2025-10-17,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xbaa10068b05d87746c78266bdf6fed4cfa279c41,RealToken Wrapped USD 01,153.98,140.00,USD//C on xDai
2025-10-17,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x743753fbb67f4cbd42d9bb88ba40b0d8b78ca278,RealToken Wrapped USD 01,6.32,5.75,USD//C on xDai
2025-10-18,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xb5706912bf78987a3737a2e145ec173ed384ec68,RealToken Wrapped USD 01,158.25,143.88,USD//C on xDai
2025-10-18,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xd66e507883cdf2e29adf8a3c25cf8120c783de78,RealToken Wrapped USD 01,11.00,10.00,USD//C on xDai
2025-10-19,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x50a782f704f952fd12e41f2df1f3fde70efef51e,RealToken Wrapped USD 01,66.00,60.00,Wrapped XDAI
2025-10-19,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x4765027f7d763ac139d71062d815e43a5d764e1c,RealToken Wrapped USD 01,100.77,91.62,USD//C on xDai
2025-10-20,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x1de6800d6c2d2430edee2b52c49dcf89dfb84374,RealToken Wrapped USD 01,671.02,610.06,USD//C on xDai
2025-10-20,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x1dd4897733757d704e3641472c4c01edf1ed650f,RealToken Wrapped USD 01,32.65,29.68,Wrapped XDAI
2025-10-21,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x0ecf7674afac3d704444b8a55654e7e8d8df4a2f,RealToken Wrapped USD 01,291.48,265.00,USD//C on xDai
2025-10-21,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x4a7fb519b3cf634017952947be3a24f1473ac472,RealToken Wrapped USD 01,2.82,2.56,USD//C on xDai
2025-10-21,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xd66e507883cdf2e29adf8a3c25cf8120c783de78,RealToken Wrapped USD 01,5.50,5.00,USD//C on xDai
2025-10-21,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x32c89a5f2147347eda137472ccc3e439d45c83e6,RealToken Wrapped USD 01,56.10,51.00,USD//C on xDai
2025-10-21,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x32c89a5f2147347eda137472ccc3e439d45c83e6,RealToken Wrapped USD 01,37.40,34.00,USD//C on xDai
2025-10-22,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x9478588678a642171950edd318cee6ea45a92446,RealToken Wrapped USD 01,3.88,3.53,USD//C on xDai
2025-10-22,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x430d132c15cc6547a3cdd0827a8deeaa091e07db,RealToken Wrapped USD 01,7.46,6.79,USD//C on xDai
2025-10-22,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,219.99,200.00,Wrapped XDAI
2025-10-23,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xd66e507883cdf2e29adf8a3c25cf8120c783de78,RealToken Wrapped USD 01,43.13,39.21,USD//C on xDai
2025-10-23,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x12189d6b2d994b0f72c480514e1496b850fc8d36,RealToken Wrapped USD 01,14.07,12.79,USD//C on xDai
2025-10-23,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x32c89a5f2147347eda137472ccc3e439d45c83e6,RealToken Wrapped USD 01,20.90,19.00,USD//C on xDai
2025-10-24,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xd5faa492e9d64f31fb513fd85df3038a33e3ac85,RealToken Wrapped USD 01,4.08,3.71,USD//C on xDai
2025-10-24,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x0ecf7674afac3d704444b8a55654e7e8d8df4a2f,RealToken Wrapped USD 01,494.93,450.00,USD//C on xDai
2025-10-24,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x32c89a5f2147347eda137472ccc3e439d45c83e6,RealToken Wrapped USD 01,"2,749.60","2,500.00",USD//C on xDai
2025-10-25,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x9b68690b7546f6a09ae086dd43129c503adf0ddb,RealToken Wrapped USD 01,7.88,7.17,USD//C on xDai
2025-10-26,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x5f7b30c41f68c12018e0ca64bf8a57e3bef454f6,RealToken Wrapped USD 01,"30,246.81","27,500.00",USD//C on xDai
2025-10-26,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,1.10,1.00,Wrapped XDAI
2025-10-26,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x3f38a383447d390aff13722822da57d3b7ea3e14,RealToken Wrapped USD 01,4.17,3.79,USD//C on xDai
2025-10-27,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xcf1d4fcb4a2e7617973c75b414b7498f742a88f3,RealToken Wrapped USD 01,"1,561.84","1,420.00",USD//C on xDai
2025-10-27,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x9c92e648306ba4fec36e80bc852d5ac4873bec52,RealToken Wrapped USD 01,97.97,89.08,USD//C on xDai
2025-10-27,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x50a782f704f952fd12e41f2df1f3fde70efef51e,RealToken Wrapped USD 01,10.89,9.90,USD//C on xDai
2025-10-27,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xaf58b6760539df0b97596640e64f34ab599c6335,RealToken Wrapped USD 01,109.99,100.00,USD//C on xDai
2025-10-27,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x57180b888a36d753e9990d38bc1040c18f740e0b,RealToken Wrapped USD 01,119.59,108.73,USD//C on xDai
2025-10-28,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x0ecf7674afac3d704444b8a55654e7e8d8df4a2f,RealToken Wrapped USD 01,3.30,3.00,USD//C on xDai
2025-10-28,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x0ecf7674afac3d704444b8a55654e7e8d8df4a2f,RealToken Wrapped USD 01,54.99,50.00,USD//C on xDai
2025-10-28,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x0ecf7674afac3d704444b8a55654e7e8d8df4a2f,RealToken Wrapped USD 01,452.48,411.40,USD//C on xDai
